"date","Avg Air Temp (˚F)","Max Air Temp (˚F)","Min Air Temp (˚F)","Total Precipitation","Leaf Wethess (hrs)","Relative Humidity (hrs >= 90)","Solar Radiation (langleys)","Avg Wind Speed (mph)","Avg Soil Temp (˚F)","Avg Soil Moisture (m3/m3)"
"01/25/2024","45.9","52.2","39.6","0.08","24","13","95","6.7","51.5","0.3"
"01/26/2024","38.6","41","36.3","0.58","24","22","41","7","49.3","0.4"
"01/27/2024","37.3","40.3","34.3","0.01","22","16","66","3.9","47","0.3"
"01/28/2024","34.5","36.5","32.5","0.48","24","24","34","7.9","44.1","0.4"
"01/29/2024","33.5","35.4","31.5","0.13","23","6","81","10.8","40","0.4"
"01/30/2024","28.9","31.8","25.9","0","23","1","82","7.3","30.5","0.3"
"01/31/2024","29.9","33.4","26.4","0","24","0","58","4.6","40.2","0.3"
"02/01/2024","37.4","41.9","32.9","0","24","0","86","5.4","47.9","0.3"
"02/02/2024","37.0","41.2","32.9","0.03","24","3","60","5.9","48.2","0.3"
"02/03/2024","31.9","36.7","27","0","14","0","195","8.2","37","0.3"
"02/04/2024","32.0","41.5","22.5","0","8","0","245","8.2","35.4","0.3"
"02/05/2024","32.7","40.1","25.3","0","3","0","253","8.4","40.2","0.3"
"02/06/2024","32.1","36.3","28","0","21","0","146","6.4","40.3","0.3"
"02/07/2024","33.3","39.9","26.6","0","24","6","226","5.4","34.4","0.3"
"02/08/2024","34.0","43.7","24.4","0","20","8","222","3.2","35","0.3"
"02/09/2024","38.5","48.7","28.4","0","24","14","144","6.4","47.2","0.3"
"02/10/2024","48.0","60.3","35.6","0.03","24","13","189","7.3","59.2","0.3"
"02/11/2024","40.5","48","32.9","0.01","13","0","154","8.7","54.3","0.3"
"02/12/2024","38.5","48.9","28.2","0","9","3","239","5","51.5","0.3"
"02/13/2024","32.5","37.8","27.1","0.24","23","8","36","9.3","44.5","0.3"
"02/14/2024","28.7","32.2","25.2","0","4","0","280","15.1","42.4","0.3"
"02/15/2024","30.9","38.7","23","0","5","1","261","8.8","44.2","0.3"
"02/16/2024","32.0","37.6","26.4","0","11","0","266","11.7","45.4","0.3"
"02/17/2024","28.3","33.8","22.8","0","15","0","125","7","41.5","0.3"
"02/18/2024","28.3","37.2","19.4","0","3","0","237","9.6","39","0.3"
"02/19/2024","30.2","36.9","23.5","0","4","0","288","8.1","43.8","0.3"
"02/20/2024","28.8","38.3","19.4","0","7","0","302","4.3","38.6","0.3"
"02/21/2024","29.3","39.6","19","0","19","1","295","4.1","39.7","0.3"
"02/22/2024","32.5","44.2","20.7","0","21","8","290","7.1","44.7","0.3"
"02/23/2024","39.5","42.8","36.3","0.06","24","24","49","2.8","50.7","0.3"
"02/24/2024","27.9","38.5","17.4","0","10","4","188","10.2","42.5","0.3"
"02/25/2024","25.9","38.3","13.5","0","3","0","322","6","37.3","0.3"
"02/26/2024","43.3","56.3","30.4","0","18","2","273","9.1","53.5","0.3"
"02/27/2024","43.4","57.2","29.5","0.1","24","12","262","8.5","57.1","0.3"
"02/28/2024","45.7","57.4","34","0.26","24","18","58","18","61","0.3"
"02/29/2024","29.1","34","24.3","0","0","0","280","15.9","41","0.3"
"03/01/2024","31.4","42.4","20.3","0","0","0","337","8.3","44.9","0.3"
"03/02/2024","42.1","50.5","33.8","0.93","24","12","71","5.1","55.1","0.3"
"03/03/2024","51.1","57.9","44.4","0.05","19","15","162","5.8","59.7","0.3"
"03/04/2024","43.6","49.1","38.1","0.01","21","13","159","7.9","54","0.3"
"03/05/2024","39.9","41.7","38.1","0.18","24","24","63","6.3","51.2","0.3"
"03/06/2024","47.0","52.9","41","0.83","24","21","127","6.7","56","0.3"
"03/07/2024","41.9","45","38.8","0.32","16","12","60","13","52.8","0.4"
"03/08/2024","37.0","45.3","28.6","0","7","3","373","8","49.6","0.3"
"03/09/2024","35.9","43.2","28.6","0.46","16","11","122","7.6","48.6","0.3"
"03/10/2024","43.8","51.6","36","0.35","11","7","252","13.1","56.4","0.4"
"03/11/2024","38.4","44.1","32.7","0","0","0","311","16.6","49.8","0.3"
"03/12/2024","44.8","54.9","34.7","0","0","0","391","11.1","56.2","0.3"
"03/13/2024","43.3","51.8","34.9","0","1","0","378","6.1","55.6","0.3"
"03/14/2024","44.7","54.3","35.1","0","14","4","376","4","56.8","0.3"
"03/15/2024","40.6","44.2","37","0.04","24","17","71","6.2","52.1","0.3"
"03/16/2024","47.3","58.5","36.1","0","10","7","346","7.4","59","0.3"
"03/17/2024","50.3","59.9","40.6","0.03","12","6","237","11.2","57.6","0.3"
"03/18/2024","42.5","50","34.9","0","0","0","370","11.3","53.6","0.3"
"03/19/2024","38.5","44.4","32.7","0","0","0","323","10","50.1","0.3"
"03/20/2024","41.9","53.1","30.7","0.09","6","2","222","10.4","51.8","0.3"
"03/21/2024","32.5","38.7","26.4","0.01","0","0","437","16.4","43.9","0.3"
"03/22/2024","31.8","39.4","24.1","0","0","0","332","6.3","45.7","0.3"
"03/23/2024","36.6","41.4","31.8","1.74","23","20","32","9.4","47","0.4"
"03/24/2024","33.5","41.2","25.9","0","0","0","369","10.1","46.4","0.3"
"03/25/2024","35.9","40.6","31.1","0","7","0","318","13.7","48.6","0.3"
"03/26/2024","36.4","38.7","34","0.03","24","12","103","11.9","48","0.3"
"03/27/2024","45.1","52.9","37.4","0.06","24","15","215","4.1","56","0.3"
"03/28/2024","46.5","49.8","43.2","1.23","24","24","52","4.8","57.6","0.4"
"03/29/2024","44.1","52","36.3","0.38","11","10","206","14.9","54.1","0.4"
"03/30/2024","47.5","57","37.9","0","0","0","469","13.3","59.7","0.3"
"03/31/2024","48.9","59","38.7","0","2","0","388","6.4","61.1","0.3"
"04/01/2024","44.3","53.6","34.9","0","12","2","221","3.7","56.6","0.3"
"04/02/2024","43.0","46.9","39","0.05","16","9","245","8.5","54.6","0.3"
"04/03/2024","39.1","42.3","36","0.9","19","12","75","16.5","51.1","0.3"
"04/04/2024","35.0","36.3","33.6","0.9","24","22","100","18","47.7","0.4"
"04/05/2024","39.4","45","33.8","0","10","3","263","11.5","52.8","0.3"
"04/06/2024","38.9","42.6","35.2","0.11","20","3","238","9.5","51.8","0.3"
"04/07/2024","41.3","48.9","33.8","0","7","3","217","8","52.8","0.3"
"04/08/2024","49.8","67.3","32.2","0","5","0","435","6.7","64.9","0.3"
"04/09/2024","50.7","61.2","40.1","0","7","0","493","7.1","62.5","0.3"
"04/10/2024","51.3","64.6","38.1","0","13","2","380","6.5","64.5","0.3"
"04/11/2024","51.9","58.6","45.1","0.04","24","24","87","5.4","60.3","0.3"
"04/12/2024","54.4","61.7","47.1","0.69","24","21","57","15.4","67.6","0.4"
"04/13/2024","50.5","55.6","45.3","0","15","5","309","13","62.5","0.3"
"04/14/2024","52.4","60.1","44.6","0.07","12","3","333","8.8","63.2","0.3"
"04/15/2024","57.4","73.2","41.5","0.01","12","6","450","7","69.8","0.3"
"04/16/2024","55.8","68.9","42.6","0","6","0","518","8.1","69.1","0.3"
"04/17/2024","50.3","57","43.5","0","3","0","483","7.6","62.7","0.3"
"04/18/2024","45.3","47.3","43.3","0.15","21","2","109","7.3","57.4","0.3"
"04/19/2024","51.6","59.7","43.5","0.01","9","0","446","8.1","63.3","0.3"
"04/20/2024","50.8","59","42.6","0.21","15","8","160","7.8","62.8","0.3"
"04/21/2024","44.7","52.5","36.9","0","0","0","334","8.6","58.2","0.3"
"04/22/2024","45.9","58.1","33.6","0","6","0","569","7.2","59.7","0.3"
"04/23/2024","49.0","63","35.1","0","8","6","550","8.5","61.9","0.3"
"04/24/2024","50.0","64","36","0.02","6","0","274","10.9","60.3","0.3"
"04/25/2024","45.0","57.2","32.9","0","3","0","581","7.5","57.4","0.3"
"04/26/2024","43.3","54.3","32.4","0","5","1","572","7.8","58.5","0.3"
"04/27/2024","50.9","67.1","34.7","0","7","0","505","9","65.4","0.3"
"04/28/2024","56.1","68.7","43.5","0.02","17","0","420","9.1","68.7","0.3"
"04/29/2024","61.3","70.3","52.3","0","14","0","335","6.4","70.3","0.3"
"04/30/2024","53.3","61.2","45.3","0.43","16","7","230","7.6","63.2","0.3"
"05/01/2024","48.4","53.2","43.5","0.03","24","12","274","5.4","59.4","0.3"
"05/02/2024","60.1","73.4","46.8","0.05","21","12","446","9.6","66.3","0.3"
"05/03/2024","51.3","57.9","44.8","0","19","7","339","6.4","61.6","0.3"
"05/04/2024","47.8","52.9","42.8","0","20","8","436","7.7","59.9","0.3"
"05/05/2024","49.5","54.1","45","0.29","24","15","161","7.2","59.8","0.3"
"05/06/2024","63.3","77.7","48.9","0.01","18","10","454","6","74.1","0.3"
"05/07/2024","64.3","74.7","53.8","0","10","2","575","6.2","75.6","0.3"
"05/08/2024","55.8","61.5","50","0.41","24","22","93","4.4","65.6","0.3"
"05/09/2024","56.0","64.2","47.7","0","14","4","449","8.9","66.7","0.3"
"05/10/2024","48.3","54.1","42.4","0","9","0","491","8.2","61.2","0.3"
"05/11/2024","45.6","52.3","39","0","13","7","477","6.9","58.9","0.3"
"05/12/2024","49.5","59.9","39","0","13","7","339","4.2","62.9","0.3"
"05/13/2024","56.3","67.6","45","0","12","5","438","7.5","69.5","0.3"
"05/14/2024","64.3","77.9","50.7","0","16","5","541","11","74.6","0.3"
"05/15/2024","63.7","72.9","54.5","0.32","24","5","246","6.3","73.5","0.3"
"05/16/2024","56.0","59.4","52.5","0.53","24","19","163","9.4","66.2","0.3"
"05/17/2024","58.8","66","51.6","0","18","6","494","9.2","69.4","0.3"
"05/18/2024","56.5","60.6","52.5","0.12","24","9","179","10.8","66.6","0.3"
"05/19/2024","53.8","56.5","51.1","0.05","24","23","155","8.2","64.1","0.3"
"05/20/2024","57.9","64.4","51.4","0.01","21","11","490","5.5","69","0.3"
"05/21/2024","69.2","86","52.3","0","19","6","520","8.4","79.9","0.3"
"05/22/2024","74.7","88.9","60.4","0","16","3","573","9.2","84.9","0.3"
"05/23/2024","66.5","76.6","56.5","0.1","24","6","315","7.6","78.7","0.3"
"05/24/2024","69.9","84.2","55.6","0","7","4","598","9.6","82.6","0.3"
"05/25/2024","67.3","77.9","56.7","0","3","0","567","7.5","78.1","0.3"
"05/26/2024","67.7","76.8","58.5","0.05","24","7","489","4.7","78.1","0.2"
"05/27/2024","67.7","75.7","59.7","0.46","24","19","238","8.7","75.7","0.3"
"05/28/2024","73.3","82.4","64.2","0.01","13","7","482","9.4","82.3","0.3"
"05/29/2024","68.1","77.2","59","0","11","0","443","5.8","79.1","0.3"
"05/30/2024","55.1","60.6","49.6","1.03","21","18","177","6.3","65.3","0.3"
"05/31/2024","63.3","77.2","49.3","0","6","0","588","7.1","75.4","0.3"
"06/01/2024","66.6","81","52.2","0","2","0","592","5.8","79.2","0.3"
"06/02/2024","66.2","82.9","49.5","0","6","2","528","5.1","80.8","0.3"
"06/03/2024","67.5","76.5","58.6","0","9","2","547","6.4","78.4","0.3"
"06/04/2024","63.6","72.9","54.3","0","24","5","582","6.1","75.9","0.2"
"06/05/2024","71.6","85.5","57.7","0","20","5","475","9.3","80.6","0.2"
"06/06/2024","68.2","73.9","62.4","0","24","15","222","5.6","77.1","0.2"
"06/07/2024","70.2","80.4","59.9","0.02","24","7","432","4.4","79.3","0.2"
"06/08/2024","65.0","73.8","56.1","0","16","2","507","10.7","76.1","0.2"
"06/09/2024","63.5","70.7","56.3","0.2","19","4","236","6","71.4","0.2"
"06/10/2024","66.0","77.2","54.7","0","9","1","609","8.6","76","0.2"
"06/11/2024","63.0","71.2","54.7","0","13","3","320","4.6","74.1","0.2"
"06/12/2024","66.8","75.2","58.5","0","15","5","409","4","77.5","0.2"
"06/13/2024","71.0","85.5","56.5","0","12","3","604","8.1","81.8","0.1"
"06/14/2024","75.5","85.3","65.7","0.31","24","11","372","8.7","79","0.2"
"06/15/2024","64.6","75.6","53.6","0.01","9","4","590","8.1","78.3","0.2"
"06/16/2024","59.7","70.7","48.7","0","9","0","618","6.7","73.7","0.2"
"06/17/2024","68.8","81","56.7","0","17","0","487","9.8","80.2","0.1"
"06/18/2024","80.3","93.9","66.6","0","20","0","570","8.6","90","0.1"
"06/19/2024","81.8","94.3","69.3","0","24","0","528","9.7","90.7","0.1"
"06/20/2024","82.5","96.1","68.9","0.14","23","5","516","7.6","90.7","0.1"
"06/21/2024","72.6","81.7","63.5","0.34","19","13","488","6.3","79.6","0.2"
"06/22/2024","65.8","70","61.7","0.15","24","19","180","4.5","73.3","0.3"
"06/23/2024","73.8","86.2","61.5","0.08","24","11","321","9","81.9","0.3"
"06/24/2024","71.9","80.8","63","0.05","13","3","502","11.6","82.4","0.2"
"06/25/2024","75.9","88.7","63.1","0","6","0","578","9.1","86.6","0.2"
"06/26/2024","77.0","88.5","65.5","1.55","9","7","500","9.1","85.1","0.2"
"06/27/2024","72.9","83.7","62.1","0.12","10","7","444","8.4","81.4","0.3"
"06/28/2024","65.4","76.8","54","0","1","0","641","7.5","76.7","0.3"
"06/29/2024","67.8","74.8","60.8","0","15","1","242","10.3","76.9","0.3"
"06/30/2024","79.8","88.7","70.9","0.05","24","12","316","9.4","85","0.3"
"07/01/2024","69.3","75.7","62.8","0.28","18","5","366","6.9","78.5","0.3"
"07/02/2024","69.5","80.4","58.6","0","4","0","623","6.1","80.4","0.3"
"07/03/2024","71.5","84.7","58.3","0","10","0","607","6.8","82","0.3"
"07/04/2024","74.5","85.5","63.5","0","23","6","357","8.6","81.1","0.2"
"07/05/2024","78.5","86.7","70.2","0.3","24","16","275","6.7","83.3","0.3"
"07/06/2024","76.5","79.5","73.4","0.01","24","18","164","8.8","82.7","0.3"
"07/07/2024","81.2","90.3","72.1","0","19","9","404","3","87.8","0.3"
"07/08/2024","81.8","93.2","70.3","0","14","4","549","4.1","91.6","0.2"
"07/09/2024","81.7","90","73.4","0","24","5","400","7.1","88.6","0.2"
"07/10/2024","82.4","90.3","74.5","0","24","6","437","10.3","87.9","0.2"
"07/11/2024","80.8","89.2","72.3","0","24","4","379","10.5","86.5","0.2"
"07/12/2024","78.3","86.4","70.3","0.07","24","10","396","8.9","84.8","0.2"
"07/13/2024","77.7","83.3","72.1","0.22","24","18","272","6.5","82.2","0.2"
"07/14/2024","80.8","90.7","70.9","0","13","5","527","4.7","87.9","0.2"
"07/15/2024","82.8","93.9","71.8","0.15","22","5","452","8","87","0.2"
"07/16/2024","84.6","94.5","74.7","0","19","4","557","9.8","89.1","0.2"
"07/17/2024","81.0","90.7","71.2","0.15","18","2","448","7.9","86.6","0.1"
"07/18/2024","78.5","87.8","69.3","0.02","11","6","399","7","83.1","0.1"
"07/19/2024","72.0","81","63","0","7","0","574","5.2","79.9","0.1"
"07/20/2024","74.2","86.5","61.9","0","13","2","541","7.3","82.2","0.1"
"07/21/2024","76.5","85.8","67.3","0","14","0","496","4.8","81.7","0.1"
"07/22/2024","73.6","82.6","64.6","0","18","6","418","4.5","80.8","0.1"
"07/23/2024","71.8","76.1","67.6","0.02","24","8","270","4.2","76.6","0.1"
"07/24/2024","67.8","70.9","64.8","0.04","24","19","165","3.5","71.4","0.1"
"07/25/2024","73.3","82","64.6","0","19","7","236","6.4","77.2","0.1"
"07/26/2024","72.8","84","61.7","0","10","0","542","7.2","78.2","0.1"
"07/27/2024","72.6","84.9","60.3","0","12","0","487","4.3","79.2","0.1"
"07/28/2024","71.3","82.2","60.4","0.04","14","7","445","4.4","77.1","0.1"
"07/29/2024","68.1","72","64.2","0.04","24","12","182","4.6","72","0.1"
"07/30/2024","80.3","90.3","70.3","0","20","8","440","9.7","84.5","0.1"
"07/31/2024","78.3","84","72.7","0.33","24","12","341","9","82.9","0.1"
"08/01/2024","82.2","91.9","72.5","0","17","4","445","6.7","87.5","0.1"
"08/02/2024","81.7","93.9","69.4","0.22","19","12","408","4.2","86.2","0.1"
"08/03/2024","83.7","91.4","75.9","0","19","5","408","6.8","89.6","0.1"
"08/04/2024","78.1","86.4","69.8","0.46","24","12","297","7.6","81.9","0.2"
"08/05/2024","79.8","91.2","68.5","0.01","12","6","509","5.6","88","0.2"
"08/06/2024","67.2","74.1","60.3","0.47","24","19","95","6.1","74.3","0.3"
"08/07/2024","63.1","69.8","56.5","0.11","20","12","315","5","72","0.3"
"08/08/2024","63.0","70.5","55.4","0.12","24","13","312","5.6","73","0.3"
"08/09/2024","74.0","84","64","0.25","24","15","275","9.3","83.5","0.3"
"08/10/2024","76.1","86.2","66","0.04","15","6","495","7.8","86.6","0.3"
"08/11/2024","71.3","82.2","60.4","0","10","2","480","6.8","82.4","0.3"
"08/12/2024","68.5","77.5","59.4","0.09","16","8","426","7","76.8","0.3"
"08/13/2024","69.9","81","58.8","0","14","7","491","6.1","81.2","0.3"
"08/14/2024","71.5","83.7","59.2","0","14","10","406","3.5","81.6","0.2"
"08/15/2024","73.1","84.9","61.3","0.2","19","15","336","4.9","80.1","0.2"
"08/16/2024","68.3","75.2","61.5","0","21","14","273","3.5","78.5","0.3"
"08/17/2024","68.4","75.6","61.2","0","21","15","337","3.9","77.6","0.2"
"08/18/2024","67.4","70.2","64.6","0.11","24","23","151","3.7","76.7","0.3"
"08/19/2024","72.6","78.6","66.6","0.25","24","16","250","4.1","81.6","0.3"
"08/20/2024","60.9","68.2","53.6","0.02","14","6","316","7.4","72.8","0.3"
"08/21/2024","62.5","73.4","51.6","0","15","8","439","5.5","74","0.3"
"08/22/2024","63.8","74.5","53.1","0","13","7","418","5.4","74.9","0.3"
"08/23/2024","69.1","82.6","55.6","0","12","5","463","4.9","79.5","0.2"
"08/24/2024","70.5","83.3","57.7","0","12","6","484","3.5","81.5","0.2"
"08/25/2024","71.5","83.7","59.2","0","13","8","405","2.9","82.1","0.2"
"08/26/2024","69.5","77.2","61.7","0","22","11","345","3.4","78.8","0.2"
"08/27/2024","70.3","81","59.7","0","17","8","444","4.8","82.5","0.2"
"08/28/2024","78.3","89.8","66.7","0","12","0","349","9.1","85.8","0.2"
"08/29/2024","61.1","70","52.3","0","11","3","460","6","72.9","0.1"
"08/30/2024","61.3","70.2","52.3","0","16","8","467","5.5","70.9","0.1"
"08/31/2024","68.3","80.4","56.3","0","17","10","323","5.3","76.7","0.1"
"09/01/2024","75.7","81.9","69.4","0","24","10","253","8.5","80.4","0.1"
"09/02/2024","67.2","78.4","55.9","0","7","2","376","8","76.3","0.1"
"09/03/2024","61.5","74.7","48.4","0","9","0","475","5.3","69.2","0.1"
"09/04/2024","65.2","79","51.3","0","12","0","452","3.9","74.9","0.1"
"09/05/2024","64.8","75.4","54.3","0","15","9","438","4.9","72.2","0.1"
"09/06/2024","65.0","72.5","57.6","0","24","14","230","6.8","71.9","0.1"
"09/07/2024","68.3","79.5","57","0.02","16","11","308","5.4","72.1","0.1"
"09/08/2024","60.1","69.1","51.1","0","9","4","423","8.1","66.6","0.1"
"09/09/2024","63.0","75.4","50.5","0","8","0","432","8.1","70.7","0.1"
"09/10/2024","65.9","78.4","53.4","0","9","2","441","5.7","73.5","0.1"
"09/11/2024","63.0","76.1","50","0","13","0","423","3.9","71.4","0.1"
"09/12/2024","67.6","82.9","52.2","0","13","5","411","5.4","74.3","0.1"
"09/13/2024","72.2","86","58.3","0","17","2","374","4.7","76.8","0.1"
"09/14/2024","69.2","79.5","58.8","0","18","13","394","5","73.8","0.1"
"09/15/2024","65.1","76.8","53.4","0","13","8","408","3.5","72.5","0.1"
"09/16/2024","67.2","83.8","50.5","0","13","8","401","4.1","72.8","0.1"
"09/17/2024","71.3","86.7","55.9","0","15","10","358","3.7","73.6","0.1"
"09/18/2024","66.7","76.8","56.5","0","18","13","254","2.9","71.5","0.1"
"09/19/2024","67.3","72.5","62.2","0.01","24","14","140","7.6","71.2","0.1"
"09/20/2024","62.4","64.9","59.9","0.03","24","10","42","10.5","66.3","0.1"
"09/21/2024","57.9","59.7","56.1","0.59","24","24","47","7.6","67.5","0.2"
"09/22/2024","59.0","63.5","54.5","0.01","20","9","193","7.8","73.5","0.3"
"09/23/2024","58.5","62.8","54.3","0","22","7","210","7.8","72.7","0.2"
"09/24/2024","58.1","64","52.2","0","20","6","246","7.2","73.8","0.2"
"09/25/2024","61.4","64.2","58.5","0","24","3","116","6.1","74.6","0.2"
"09/26/2024","64.0","69.3","58.6","0.28","24","20","80","4.6","76.3","0.2"
"09/27/2024","68.8","79.2","58.5","0.01","17","13","320","3.5","81.8","0.3"
"09/28/2024","63.0","69.3","56.7","0","20","10","326","5.4","77.4","0.2"
"09/29/2024","59.3","66.4","52.2","0","21","10","192","3.7","74.1","0.2"
"09/30/2024","59.5","69.6","49.5","0","17","14","326","3.4","76.8","0.2"
"10/01/2024","59.3","64.2","54.3","0","24","7","239","7.2","75.4","0.2"
"10/02/2024","57.0","64.6","49.5","0","19","11","257","5.2","75.5","0.2"
"10/03/2024","60.5","73.4","47.5","0","17","10","276","4.4","81.1","0.2"
"10/04/2024","64.0","75.9","52","0","20","9","305","5.6","83.4","0.2"
"10/05/2024","61.8","72.5","51.1","0","20","8","273","5.1","80.9","0.2"
"10/06/2024","54.0","63.5","44.4","0","16","7","306","4.7","77.5","0.2"
"10/07/2024","55.8","61.9","49.6","0.23","24","24","140","4.3","75.9","0.2"
"10/08/2024","53.8","64.4","43.2","0","15","10","317","5.5","75.8","0.3"
"10/09/2024","53.3","64.2","42.3","0","9","5","292","6.2","74.5","0.2"
"10/10/2024","51.0","58.8","43.3","0","9","0","289","8.6","68.5","0.2"
"10/11/2024","53.8","69.3","38.3","0","7","2","302","6.6","70.1","0.2"
"10/12/2024","55.0","71.1","39","0","0","0","301","9.4","71.9","0.2"
"10/13/2024","43.0","50.4","35.6","0.1","20","7","137","5","58","0.2"
"10/14/2024","44.3","50.9","37.8","0.09","24","24","107","5.9","60","0.2"
"10/15/2024","45.3","54.3","36.3","0","10","6","250","8.4","59.1","0.2"
"10/16/2024","46.8","56.3","37.4","0","13","0","271","7.6","60.3","0.2"
"10/17/2024","43.5","53.8","33.3","0","16","11","222","4.2","55.4","0.2"
"10/18/2024","50.2","59.9","40.5","0","14","6","274","5.9","59.6","0.2"
"10/19/2024","55.0","72.5","37.4","0","13","6","268","3.7","62.7","0.2"
"10/20/2024","59.7","77","42.4","0","8","0","266","5.3","65.8","0.2"
"10/21/2024","64.3","81.7","46.8","0","13","0","258","5.5","71.5","0.2"
"10/22/2024","61.7","72.3","51.1","0","17","7","251","4.1","67.9","0.2"
"10/23/2024","64.1","78.4","49.8","0","18","9","243","7.5","70.7","0.2"
"10/24/2024","58.1","70","46.2","0","10","5","175","7.7","67.4","0.2"
"10/25/2024","51.9","62.1","41.7","0","13","0","248","5.1","59.9","0.2"
"10/26/2024","51.0","65.7","36.3","0","6","0","234","8.2","60.1","0.2"
"10/27/2024","43.3","54.1","32.4","0","4","0","244","6.4","53","0.2"
"10/28/2024","41.5","50.9","32","0","9","1","216","4.4","50.4","0.2"
"10/29/2024","43.5","54.9","32","0.13","12","3","153","4.4","55.1","0.2"
"10/30/2024","59.8","71.8","47.8","0.08","21","14","150","5.6","66.6","0.2"
"10/31/2024","65.5","76.5","54.5","0","16","5","186","7.9","73.9","0.2"
"11/01/2024","63.8","78.4","49.1","0","12","0","173","10.3","72","0.2"
"11/02/2024","46.1","55.4","36.9","0","14","0","91","5.9","55.1","0.2"
"11/03/2024","38.9","49.1","28.6","0","7","0","209","4","48.2","0.2"
"11/04/2024","38.8","50.5","27.1","0","14","5","154","3","51.8","0.2"
"11/05/2024","62.5","74.8","50.2","0","19","5","186","10.1","71.5","0.2"
"11/06/2024","72.7","81.9","63.5","0","20","0","193","9.6","78.6","0.2"
"11/07/2024","57.0","69.4","44.6","0","16","0","170","7.6","66","0.2"
"11/08/2024","51.5","63.5","39.4","0.01","10","0","198","10.6","59.8","0.2"
"11/09/2024","40.7","50.7","30.6","0","0","0","197","8.2","51.1","0.2"
"11/10/2024","44.1","59.4","28.8","0.05","12","2","158","6.5","56.3","0.2"
"11/11/2024","59.4","66.7","52","0.02","11","4","176","8.5","66.4","0.2"
"11/12/2024","42.8","51.4","34.2","0","4","0","173","11.3","52.5","0.2"
"11/13/2024","38.1","44.8","31.5","0","0","0","186","6.4","47","0.2"
"11/14/2024","36.4","43.5","29.3","0","0","0","181","5.4","44.5","0.2"
"11/15/2024","43.2","59.4","27","0","0","0","182","7","53.9","0.2"
"11/16/2024","51.1","59.9","42.3","0","0","0","172","8.9","58.6","0.1"
"11/17/2024","51.3","62.6","39.9","0","0","0","175","6.7","58.1","0.1"
"11/18/2024","50.0","60.6","39.4","0","2","0","166","6.7","57.9","0.1"
"11/19/2024","47.1","56.1","38.1","0","11","0","166","7.8","55.6","0.1"
"11/20/2024","41.6","51.4","31.8","0","18","4","162","4.5","53.1","0.1"
"11/21/2024","45.8","46.9","44.8","0.99","24","24","54","13.2","52.7","0.2"
"11/22/2024","48.6","54.5","42.8","0.38","17","13","121","5.8","54.7","0.3"
"11/23/2024","43.4","46.6","40.1","0.47","13","10","58","10.2","50.4","0.3"
"11/24/2024","43.5","49.3","37.6","0","0","0","150","11.5","51.8","0.3"
"11/25/2024","40.6","51.4","29.8","0","5","0","155","6.9","48.4","0.3"
"11/26/2024","36.8","44.6","28.9","0.25","22","18","59","4.6","45.4","0.3"
"11/27/2024","40.5","48.6","32.4","0","15","5","148","5.5","47.6","0.3"
"11/28/2024","41.8","46.6","36.9","0.52","24","13","51","7.7","48.8","0.3"
